base_original;distrito;Provincia;seccion_electoral;MUNICIPIO_mapa;eleccion;Partido;Tipo_Voto;votos;Tipo_elección
CORONEL DORREGO;CORONEL DORREGO;Provincia de Buenos Aires;Sexta;Coronel Dorrego;2025;En Blanco;En Blanco;1003;Concejales Titulares
CORONEL DORREGO;CORONEL DORREGO;Provincia de Buenos Aires;Sexta;Coronel Dorrego;2025;Nulo;Nulo;112;Concejales Titulares
CORONEL DORREGO;CORONEL DORREGO;Provincia de Buenos Aires;Sexta;Coronel Dorrego;2025;La Libertad Avanza;Positivo;4882;Concejales Titulares
CORONEL DORREGO;CORONEL DORREGO;Provincia de Buenos Aires;Sexta;Coronel Dorrego;2025;Fuerza Patria;Positivo;3749;Concejales Titulares
CORONEL DORREGO;CORONEL DORREGO;Provincia de Buenos Aires;Sexta;Coronel Dorrego;2025;Somos;Positivo;592;Concejales Titulares
CORONEL DORREGO;CORONEL DORREGO;Provincia de Buenos Aires;Sexta;Coronel Dorrego;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
CORONEL PRINGLES;CORONEL PRINGLES;Provincia de Buenos Aires;Sexta;Coronel Pringles;2025;En Blanco;En Blanco;1268;Concejales Titulares
CORONEL PRINGLES;CORONEL PRINGLES;Provincia de Buenos Aires;Sexta;Coronel Pringles;2025;Nulo;Nulo;189;Concejales Titulares
CORONEL PRINGLES;CORONEL PRINGLES;Provincia de Buenos Aires;Sexta;Coronel Pringles;2025;La Libertad Avanza;Positivo;7504;Concejales Titulares
CORONEL PRINGLES;CORONEL PRINGLES;Provincia de Buenos Aires;Sexta;Coronel Pringles;2025;Somos;Positivo;387;Concejales Titulares
CORONEL PRINGLES;CORONEL PRINGLES;Provincia de Buenos Aires;Sexta;Coronel Pringles;2025;Fuerza Patria;Positivo;2517;Concejales Titulares
CORONEL PRINGLES;CORONEL PRINGLES;Provincia de Buenos Aires;Sexta;Coronel Pringles;2025;Frente de Izquierda;Positivo;2577;Concejales Titulares
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;En Blanco;En Blanco;1581;Concejales Titulares
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;Somos;Positivo;1650;Concejales Titulares
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;Fuerza Patria;Positivo;5927;Concejales Titulares
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;Otras fuerzas;Positivo;6070;Concejales Titulares
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;La Libertad Avanza;Positivo;19737;Concejales Titulares
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;Frente de Izquierda;Positivo;1137;Concejales Titulares
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;Nulo;Nulo;575;Concejales Titulares
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;Fuerza Patria;Positivo;7095;Concejales Titulares
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;La Libertad Avanza;Positivo;13741;Concejales Titulares
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;Otras fuerzas;Positivo;335;Concejales Titulares
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;En Blanco;En Blanco;1000;Concejales Titulares
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;Frente de Izquierda;Positivo;2051;Concejales Titulares
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;Somos;Positivo;913;Concejales Titulares
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;Nulo;Nulo;626;Concejales Titulares
DAIREAUX;DAIREAUX;Provincia de Buenos Aires;Sexta;Daireaux;2025;Somos;Positivo;0;Concejales Titulares
DAIREAUX;DAIREAUX;Provincia de Buenos Aires;Sexta;Daireaux;2025;Nulo;Nulo;132;Concejales Titulares
DAIREAUX;DAIREAUX;Provincia de Buenos Aires;Sexta;Daireaux;2025;Fuerza Patria;Positivo;5264;Concejales Titulares
DAIREAUX;DAIREAUX;Provincia de Buenos Aires;Sexta;Daireaux;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
DAIREAUX;DAIREAUX;Provincia de Buenos Aires;Sexta;Daireaux;2025;La Libertad Avanza;Positivo;5109;Concejales Titulares
DAIREAUX;DAIREAUX;Provincia de Buenos Aires;Sexta;Daireaux;2025;En Blanco;En Blanco;877;Concejales Titulares
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;Nulo;Nulo;224;Concejales Titulares
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;En Blanco;En Blanco;542;Concejales Titulares
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;Frente de Izquierda;Positivo;285;Concejales Titulares
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;Somos;Positivo;3840;Concejales Titulares
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;Otras fuerzas;Positivo;1254;Concejales Titulares
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;La Libertad Avanza;Positivo;8724;Concejales Titulares
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;Fuerza Patria;Positivo;4519;Concejales Titulares
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;Nulo;Nulo;229;Concejales Titulares
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;La Libertad Avanza;Positivo;13766;Concejales Titulares
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;Frente de Izquierda;Positivo;2996;Concejales Titulares
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;Potencia;Positivo;0;Concejales Titulares
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;Somos;Positivo;1816;Concejales Titulares
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;Fuerza Patria;Positivo;21674;Concejales Titulares
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;En Blanco;En Blanco;1984;Concejales Titulares
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;Nulo;Nulo;1002;Concejales Titulares
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;Frente de Izquierda;Positivo;8400;Concejales Titulares
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;Fuerza Patria;Positivo;57304;Concejales Titulares
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;Potencia;Positivo;4692;Concejales Titulares
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;Somos;Positivo;4499;Concejales Titulares
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;Otras fuerzas;Positivo;1647;Concejales Titulares
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;La Libertad Avanza;Positivo;56110;Concejales Titulares
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;En Blanco;En Blanco;4324;Concejales Titulares
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;Frente de Izquierda;Positivo;13060;Concejales Titulares
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;La Libertad Avanza;Positivo;69246;Concejales Titulares
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;Somos;Positivo;6331;Concejales Titulares
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;En Blanco;En Blanco;5482;Concejales Titulares
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;Fuerza Patria;Positivo;78676;Concejales Titulares
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;Nulo;Nulo;2060;Concejales Titulares
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;Potencia;Positivo;5818;Concejales Titulares
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;La Libertad Avanza;Positivo;10817;Concejales Titulares
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;En Blanco;En Blanco;1066;Concejales Titulares
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;Otras fuerzas;Positivo;605;Concejales Titulares
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;Frente de Izquierda;Positivo;1043;Concejales Titulares
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;Nulo;Nulo;304;Concejales Titulares
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;Potencia;Positivo;414;Concejales Titulares
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;Fuerza Patria;Positivo;8486;Concejales Titulares
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;La Libertad Avanza;Positivo;32338;Concejales Titulares
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;Somos;Positivo;3526;Concejales Titulares
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;Nulo;Nulo;856;Concejales Titulares
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;En Blanco;En Blanco;6557;Concejales Titulares
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;Potencia;Positivo;0;Concejales Titulares
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;Fuerza Patria;Positivo;55339;Concejales Titulares
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;Frente de Izquierda;Positivo;6813;Concejales Titulares
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;Somos;Positivo;11698;Concejales Titulares
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;En Blanco;En Blanco;9845;Concejales Titulares
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;Nulo;Nulo;1551;Concejales Titulares
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;Potencia;Positivo;8900;Concejales Titulares
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;Fuerza Patria;Positivo;111799;Concejales Titulares
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;La Libertad Avanza;Positivo;71172;Concejales Titulares
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;Frente de Izquierda;Positivo;18406;Concejales Titulares
FLORENTINO AMEGHINO;FLORENTINO AMEGHINO;Provincia de Buenos Aires;Cuarta;Florentino Ameghino;2025;La Libertad Avanza;Positivo;3700;Concejales Titulares
FLORENTINO AMEGHINO;FLORENTINO AMEGHINO;Provincia de Buenos Aires;Cuarta;Florentino Ameghino;2025;Nulo;Nulo;61;Concejales Titulares
FLORENTINO AMEGHINO;FLORENTINO AMEGHINO;Provincia de Buenos Aires;Cuarta;Florentino Ameghino;2025;En Blanco;En Blanco;429;Concejales Titulares
FLORENTINO AMEGHINO;FLORENTINO AMEGHINO;Provincia de Buenos Aires;Cuarta;Florentino Ameghino;2025;Somos;Positivo;0;Concejales Titulares
FLORENTINO AMEGHINO;FLORENTINO AMEGHINO;Provincia de Buenos Aires;Cuarta;Florentino Ameghino;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
FLORENTINO AMEGHINO;FLORENTINO AMEGHINO;Provincia de Buenos Aires;Cuarta;Florentino Ameghino;2025;Fuerza Patria;Positivo;2295;Concejales Titulares
GENERAL ALVARADO;GENERAL ALVARADO;Provincia de Buenos Aires;Quinta;General Alvarado;2025;En Blanco;En Blanco;1280;Concejales Titulares
GENERAL ALVARADO;GENERAL ALVARADO;Provincia de Buenos Aires;Quinta;General Alvarado;2025;Nulo;Nulo;259;Concejales Titulares
GENERAL ALVARADO;GENERAL ALVARADO;Provincia de Buenos Aires;Quinta;General Alvarado;2025;Fuerza Patria;Positivo;9382;Concejales Titulares
GENERAL ALVARADO;GENERAL ALVARADO;Provincia de Buenos Aires;Quinta;General Alvarado;2025;La Libertad Avanza;Positivo;13881;Concejales Titulares
GENERAL ALVARADO;GENERAL ALVARADO;Provincia de Buenos Aires;Quinta;General Alvarado;2025;Frente de Izquierda;Positivo;1032;Concejales Titulares
GENERAL ALVARADO;GENERAL ALVARADO;Provincia de Buenos Aires;Quinta;General Alvarado;2025;Somos;Positivo;1196;Concejales Titulares
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;En Blanco;En Blanco;434;Concejales Titulares
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;Fuerza Patria;Positivo;3096;Concejales Titulares
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;Somos;Positivo;0;Concejales Titulares
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;La Libertad Avanza;Positivo;2839;Concejales Titulares
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;Nulo;Nulo;21;Concejales Titulares
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;Potencia;Positivo;406;Concejales Titulares
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;Nulo;Nulo;53;Concejales Titulares
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;En Blanco;En Blanco;1145;Concejales Titulares
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;La Libertad Avanza;Positivo;6608;Concejales Titulares
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;Fuerza Patria;Positivo;3345;Concejales Titulares
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;Somos;Positivo;0;Concejales Titulares
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;Potencia;Positivo;260;Concejales Titulares
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;En Blanco;En Blanco;691;Concejales Titulares
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;La Libertad Avanza;Positivo;5691;Concejales Titulares
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;Fuerza Patria;Positivo;3722;Concejales Titulares
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;Otras fuerzas;Positivo;1922;Concejales Titulares
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;Nulo;Nulo;142;Concejales Titulares
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;Somos;Positivo;462;Concejales Titulares
GENERAL GUIDO;GENERAL GUIDO;Provincia de Buenos Aires;Quinta;General Guido;2025;Somos;Positivo;0;Concejales Titulares
GENERAL GUIDO;GENERAL GUIDO;Provincia de Buenos Aires;Quinta;General Guido;2025;Nulo;Nulo;17;Concejales Titulares
GENERAL GUIDO;GENERAL GUIDO;Provincia de Buenos Aires;Quinta;General Guido;2025;Fuerza Patria;Positivo;859;Concejales Titulares
GENERAL GUIDO;GENERAL GUIDO;Provincia de Buenos Aires;Quinta;General Guido;2025;La Libertad Avanza;Positivo;1169;Concejales Titulares
GENERAL GUIDO;GENERAL GUIDO;Provincia de Buenos Aires;Quinta;General Guido;2025;En Blanco;En Blanco;102;Concejales Titulares
GENERAL GUIDO;GENERAL GUIDO;Provincia de Buenos Aires;Quinta;General Guido;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;Somos;Positivo;331;Concejales Titulares
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;Fuerza Patria;Positivo;2481;Concejales Titulares
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;La Libertad Avanza;Positivo;3605;Concejales Titulares
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;Otras fuerzas;Positivo;449;Concejales Titulares
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;Nulo;Nulo;194;Concejales Titulares
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;En Blanco;En Blanco;433;Concejales Titulares
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;Somos;Positivo;0;Concejales Titulares
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;Fuerza Patria;Positivo;4640;Concejales Titulares
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;La Libertad Avanza;Positivo;4768;Concejales Titulares
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;Nulo;Nulo;99;Concejales Titulares
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;Frente de Izquierda;Positivo;368;Concejales Titulares
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;Potencia;Positivo;0;Concejales Titulares
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;En Blanco;En Blanco;909;Concejales Titulares
GENERAL LAVALLE;GENERAL LAVALLE;Provincia de Buenos Aires;Quinta;General Lavalle;2025;Fuerza Patria;Positivo;471;Concejales Titulares
GENERAL LAVALLE;GENERAL LAVALLE;Provincia de Buenos Aires;Quinta;General Lavalle;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
GENERAL LAVALLE;GENERAL LAVALLE;Provincia de Buenos Aires;Quinta;General Lavalle;2025;En Blanco;En Blanco;209;Concejales Titulares
GENERAL LAVALLE;GENERAL LAVALLE;Provincia de Buenos Aires;Quinta;General Lavalle;2025;La Libertad Avanza;Positivo;1574;Concejales Titulares
GENERAL LAVALLE;GENERAL LAVALLE;Provincia de Buenos Aires;Quinta;General Lavalle;2025;Somos;Positivo;1275;Concejales Titulares
GENERAL LAVALLE;GENERAL LAVALLE;Provincia de Buenos Aires;Quinta;General Lavalle;2025;Nulo;Nulo;30;Concejales Titulares
GENERAL MADARIAGA;GENERAL MADARIAGA;Provincia de Buenos Aires;Quinta;General Madariaga;2025;Nulo;Nulo;22;Concejales Titulares
GENERAL MADARIAGA;GENERAL MADARIAGA;Provincia de Buenos Aires;Quinta;General Madariaga;2025;En Blanco;En Blanco;884;Concejales Titulares
GENERAL MADARIAGA;GENERAL MADARIAGA;Provincia de Buenos Aires;Quinta;General Madariaga;2025;Frente de Izquierda;Positivo;694;Concejales Titulares
GENERAL MADARIAGA;GENERAL MADARIAGA;Provincia de Buenos Aires;Quinta;General Madariaga;2025;La Libertad Avanza;Positivo;7551;Concejales Titulares
GENERAL MADARIAGA;GENERAL MADARIAGA;Provincia de Buenos Aires;Quinta;General Madariaga;2025;Fuerza Patria;Positivo;3325;Concejales Titulares
GENERAL MADARIAGA;GENERAL MADARIAGA;Provincia de Buenos Aires;Quinta;General Madariaga;2025;Somos;Positivo;424;Concejales Titulares
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;Fuerza Patria;Positivo;4074;Concejales Titulares
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;En Blanco;En Blanco;512;Concejales Titulares
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;Otras fuerzas;Positivo;122;Concejales Titulares
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;La Libertad Avanza;Positivo;4063;Concejales Titulares
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;Potencia;Positivo;370;Concejales Titulares
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;Nulo;Nulo;47;Concejales Titulares
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;Somos;Positivo;0;Concejales Titulares
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;Somos;Positivo;206;Concejales Titulares
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;La Libertad Avanza;Positivo;3285;Concejales Titulares
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;Fuerza Patria;Positivo;3740;Concejales Titulares
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;Nulo;Nulo;68;Concejales Titulares
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;Otras fuerzas;Positivo;102;Concejales Titulares
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;En Blanco;En Blanco;583;Concejales Titulares
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;En Blanco;En Blanco;13587;Concejales Titulares
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;Otras fuerzas;Positivo;43912;Concejales Titulares
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;Fuerza Patria;Positivo;101909;Concejales Titulares
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;La Libertad Avanza;Positivo;196690;Concejales Titulares
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;Nulo;Nulo;7443;Concejales Titulares
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;Somos;Positivo;0;Concejales Titulares
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;Frente de Izquierda;Positivo;21763;Concejales Titulares
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;Nulo;Nulo;546;Concejales Titulares
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;La Libertad Avanza;Positivo;27281;Concejales Titulares
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;Frente de Izquierda;Positivo;3106;Concejales Titulares
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;Potencia;Positivo;1648;Concejales Titulares
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;Fuerza Patria;Positivo;21653;Concejales Titulares
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;Somos;Positivo;2090;Concejales Titulares
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;En Blanco;En Blanco;3382;Concejales Titulares
GENERAL SAN MARTIN;GENERAL SAN MARTIN;Provincia de Buenos Aires;Primera;General San Martín;2025;Nulo;Nulo;3002;Concejales Titulares
GENERAL SAN MARTIN;GENERAL SAN MARTIN;Provincia de Buenos Aires;Primera;General San Martín;2025;La Libertad Avanza;Positivo;111565;Concejales Titulares
GENERAL SAN MARTIN;GENERAL SAN MARTIN;Provincia de Buenos Aires;Primera;General San Martín;2025;Frente de Izquierda;Positivo;16647;Concejales Titulares
GENERAL SAN MARTIN;GENERAL SAN MARTIN;Provincia de Buenos Aires;Primera;General San Martín;2025;En Blanco;En Blanco;5111;Concejales Titulares
GENERAL SAN MARTIN;GENERAL SAN MARTIN;Provincia de Buenos Aires;Primera;General San Martín;2025;Somos;Positivo;10526;Concejales Titulares
GENERAL SAN MARTIN;GENERAL SAN MARTIN;Provincia de Buenos Aires;Primera;General San Martín;2025;Potencia;Positivo;9107;Concejales Titulares
GENERAL SAN MARTIN;GENERAL SAN MARTIN;Provincia de Buenos Aires;Primera;General San Martín;2025;Fuerza Patria;Positivo;96394;Concejales Titulares
