base_original;distrito;Provincia;seccion_electoral;MUNICIPIO_mapa;eleccion;Partido;Tipo_Voto;votos;Tipo_elección
GENERAL VIAMONTE;GENERAL VIAMONTE;Provincia de Buenos Aires;Cuarta;General Viamonte;2025;La Libertad Avanza;Positivo;5870;Concejales Titulares
GENERAL VIAMONTE;GENERAL VIAMONTE;Provincia de Buenos Aires;Cuarta;General Viamonte;2025;En Blanco;En Blanco;908;Concejales Titulares
GENERAL VIAMONTE;GENERAL VIAMONTE;Provincia de Buenos Aires;Cuarta;General Viamonte;2025;Potencia;Positivo;770;Concejales Titulares
GENERAL VIAMONTE;GENERAL VIAMONTE;Provincia de Buenos Aires;Cuarta;General Viamonte;2025;Nulo;Nulo;104;Concejales Titulares
GENERAL VIAMONTE;GENERAL VIAMONTE;Provincia de Buenos Aires;Cuarta;General Viamonte;2025;Fuerza Patria;Positivo;4506;Concejales Titulares
GENERAL VIAMONTE;GENERAL VIAMONTE;Provincia de Buenos Aires;Cuarta;General Viamonte;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
GENERAL VIAMONTE;GENERAL VIAMONTE;Provincia de Buenos Aires;Cuarta;General Viamonte;2025;Somos;Positivo;0;Concejales Titulares
GENERAL VILLEGAS;GENERAL VILLEGAS;Provincia de Buenos Aires;Cuarta;General Villegas;2025;En Blanco;En Blanco;685;Concejales Titulares
GENERAL VILLEGAS;GENERAL VILLEGAS;Provincia de Buenos Aires;Cuarta;General Villegas;2025;La Libertad Avanza;Positivo;8066;Concejales Titulares
GENERAL VILLEGAS;GENERAL VILLEGAS;Provincia de Buenos Aires;Cuarta;General Villegas;2025;Otras fuerzas;Positivo;1476;Concejales Titulares
GENERAL VILLEGAS;GENERAL VILLEGAS;Provincia de Buenos Aires;Cuarta;General Villegas;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
GENERAL VILLEGAS;GENERAL VILLEGAS;Provincia de Buenos Aires;Cuarta;General Villegas;2025;Nulo;Nulo;221;Concejales Titulares
GENERAL VILLEGAS;GENERAL VILLEGAS;Provincia de Buenos Aires;Cuarta;General Villegas;2025;Fuerza Patria;Positivo;6370;Concejales Titulares
GENERAL VILLEGAS;GENERAL VILLEGAS;Provincia de Buenos Aires;Cuarta;General Villegas;2025;Somos;Positivo;1146;Concejales Titulares
GUAMINI;GUAMINI;Provincia de Buenos Aires;Sexta;Guaminí;2025;Nulo;Nulo;25;Concejales Titulares
GUAMINI;GUAMINI;Provincia de Buenos Aires;Sexta;Guaminí;2025;Somos;Positivo;0;Concejales Titulares
GUAMINI;GUAMINI;Provincia de Buenos Aires;Sexta;Guaminí;2025;Fuerza Patria;Positivo;2794;Concejales Titulares
GUAMINI;GUAMINI;Provincia de Buenos Aires;Sexta;Guaminí;2025;La Libertad Avanza;Positivo;4094;Concejales Titulares
GUAMINI;GUAMINI;Provincia de Buenos Aires;Sexta;Guaminí;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
GUAMINI;GUAMINI;Provincia de Buenos Aires;Sexta;Guaminí;2025;En Blanco;En Blanco;785;Concejales Titulares
HIPOLITO YRIGOYEN;HIPOLITO YRIGOYEN;Provincia de Buenos Aires;Cuarta;Hipólito Yrigoyen;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
HIPOLITO YRIGOYEN;HIPOLITO YRIGOYEN;Provincia de Buenos Aires;Cuarta;Hipólito Yrigoyen;2025;La Libertad Avanza;Positivo;2259;Concejales Titulares
HIPOLITO YRIGOYEN;HIPOLITO YRIGOYEN;Provincia de Buenos Aires;Cuarta;Hipólito Yrigoyen;2025;Fuerza Patria;Positivo;2927;Concejales Titulares
HIPOLITO YRIGOYEN;HIPOLITO YRIGOYEN;Provincia de Buenos Aires;Cuarta;Hipólito Yrigoyen;2025;Nulo;Nulo;46;Concejales Titulares
HIPOLITO YRIGOYEN;HIPOLITO YRIGOYEN;Provincia de Buenos Aires;Cuarta;Hipólito Yrigoyen;2025;En Blanco;En Blanco;487;Concejales Titulares
HIPOLITO YRIGOYEN;HIPOLITO YRIGOYEN;Provincia de Buenos Aires;Cuarta;Hipólito Yrigoyen;2025;Somos;Positivo;0;Concejales Titulares
HURLINGHAM;HURLINGHAM;Provincia de Buenos Aires;Primera;Hurlingham;2025;En Blanco;En Blanco;2014;Concejales Titulares
HURLINGHAM;HURLINGHAM;Provincia de Buenos Aires;Primera;Hurlingham;2025;Nulo;Nulo;1447;Concejales Titulares
HURLINGHAM;HURLINGHAM;Provincia de Buenos Aires;Primera;Hurlingham;2025;Fuerza Patria;Positivo;44516;Concejales Titulares
HURLINGHAM;HURLINGHAM;Provincia de Buenos Aires;Primera;Hurlingham;2025;La Libertad Avanza;Positivo;48467;Concejales Titulares
HURLINGHAM;HURLINGHAM;Provincia de Buenos Aires;Primera;Hurlingham;2025;Potencia;Positivo;4949;Concejales Titulares
HURLINGHAM;HURLINGHAM;Provincia de Buenos Aires;Primera;Hurlingham;2025;Somos;Positivo;5468;Concejales Titulares
HURLINGHAM;HURLINGHAM;Provincia de Buenos Aires;Primera;Hurlingham;2025;Frente de Izquierda;Positivo;7911;Concejales Titulares
ITUZAINGO;ITUZAINGO;Provincia de Buenos Aires;Primera;Ituzaingó;2025;Frente de Izquierda;Positivo;7941;Concejales Titulares
ITUZAINGO;ITUZAINGO;Provincia de Buenos Aires;Primera;Ituzaingó;2025;Potencia;Positivo;3231;Concejales Titulares
ITUZAINGO;ITUZAINGO;Provincia de Buenos Aires;Primera;Ituzaingó;2025;Nulo;Nulo;1138;Concejales Titulares
ITUZAINGO;ITUZAINGO;Provincia de Buenos Aires;Primera;Ituzaingó;2025;Somos;Positivo;4372;Concejales Titulares
ITUZAINGO;ITUZAINGO;Provincia de Buenos Aires;Primera;Ituzaingó;2025;Fuerza Patria;Positivo;39945;Concejales Titulares
ITUZAINGO;ITUZAINGO;Provincia de Buenos Aires;Primera;Ituzaingó;2025;La Libertad Avanza;Positivo;49455;Concejales Titulares
ITUZAINGO;ITUZAINGO;Provincia de Buenos Aires;Primera;Ituzaingó;2025;En Blanco;En Blanco;2436;Concejales Titulares
JOSE C. PAZ;JOSE C. PAZ;Provincia de Buenos Aires;Primera;José C. Paz;2025;Nulo;Nulo;1653;Concejales Titulares
JOSE C. PAZ;JOSE C. PAZ;Provincia de Buenos Aires;Primera;José C. Paz;2025;Potencia;Positivo;6357;Concejales Titulares
JOSE C. PAZ;JOSE C. PAZ;Provincia de Buenos Aires;Primera;José C. Paz;2025;La Libertad Avanza;Positivo;50459;Concejales Titulares
JOSE C. PAZ;JOSE C. PAZ;Provincia de Buenos Aires;Primera;José C. Paz;2025;Somos;Positivo;6232;Concejales Titulares
JOSE C. PAZ;JOSE C. PAZ;Provincia de Buenos Aires;Primera;José C. Paz;2025;En Blanco;En Blanco;5096;Concejales Titulares
JOSE C. PAZ;JOSE C. PAZ;Provincia de Buenos Aires;Primera;José C. Paz;2025;Fuerza Patria;Positivo;72938;Concejales Titulares
JOSE C. PAZ;JOSE C. PAZ;Provincia de Buenos Aires;Primera;José C. Paz;2025;Frente de Izquierda;Positivo;13758;Concejales Titulares
JUNIN;JUNIN;Provincia de Buenos Aires;Cuarta;Junín;2025;Potencia;Positivo;1066;Concejales Titulares
JUNIN;JUNIN;Provincia de Buenos Aires;Cuarta;Junín;2025;En Blanco;En Blanco;2098;Concejales Titulares
JUNIN;JUNIN;Provincia de Buenos Aires;Cuarta;Junín;2025;Nulo;Nulo;721;Concejales Titulares
JUNIN;JUNIN;Provincia de Buenos Aires;Cuarta;Junín;2025;Frente de Izquierda;Positivo;2235;Concejales Titulares
JUNIN;JUNIN;Provincia de Buenos Aires;Cuarta;Junín;2025;Otras fuerzas;Positivo;916;Concejales Titulares
JUNIN;JUNIN;Provincia de Buenos Aires;Cuarta;Junín;2025;La Libertad Avanza;Positivo;31165;Concejales Titulares
JUNIN;JUNIN;Provincia de Buenos Aires;Cuarta;Junín;2025;Somos;Positivo;3497;Concejales Titulares
JUNIN;JUNIN;Provincia de Buenos Aires;Cuarta;Junín;2025;Fuerza Patria;Positivo;17628;Concejales Titulares
PARTIDO DE LA COSTA;PARTIDO DE LA COSTA;Provincia de Buenos Aires;Quinta;La Costa;2025;Fuerza Patria;Positivo;16701;Concejales Titulares
PARTIDO DE LA COSTA;PARTIDO DE LA COSTA;Provincia de Buenos Aires;Quinta;La Costa;2025;Otras fuerzas;Positivo;2504;Concejales Titulares
PARTIDO DE LA COSTA;PARTIDO DE LA COSTA;Provincia de Buenos Aires;Quinta;La Costa;2025;Somos;Positivo;1336;Concejales Titulares
PARTIDO DE LA COSTA;PARTIDO DE LA COSTA;Provincia de Buenos Aires;Quinta;La Costa;2025;La Libertad Avanza;Positivo;24359;Concejales Titulares
PARTIDO DE LA COSTA;PARTIDO DE LA COSTA;Provincia de Buenos Aires;Quinta;La Costa;2025;En Blanco;En Blanco;1490;Concejales Titulares
PARTIDO DE LA COSTA;PARTIDO DE LA COSTA;Provincia de Buenos Aires;Quinta;La Costa;2025;Potencia;Positivo;2197;Concejales Titulares
PARTIDO DE LA COSTA;PARTIDO DE LA COSTA;Provincia de Buenos Aires;Quinta;La Costa;2025;Nulo;Nulo;643;Concejales Titulares
PARTIDO DE LA COSTA;PARTIDO DE LA COSTA;Provincia de Buenos Aires;Quinta;La Costa;2025;Frente de Izquierda;Positivo;3012;Concejales Titulares
LA MATANZA;LA MATANZA;Provincia de Buenos Aires;Tercera;La Matanza;2025;Frente de Izquierda;Positivo;71331;Concejales Titulares
LA MATANZA;LA MATANZA;Provincia de Buenos Aires;Tercera;La Matanza;2025;Fuerza Patria;Positivo;343707;Concejales Titulares
LA MATANZA;LA MATANZA;Provincia de Buenos Aires;Tercera;La Matanza;2025;En Blanco;En Blanco;32942;Concejales Titulares
LA MATANZA;LA MATANZA;Provincia de Buenos Aires;Tercera;La Matanza;2025;Potencia;Positivo;25993;Concejales Titulares
LA MATANZA;LA MATANZA;Provincia de Buenos Aires;Tercera;La Matanza;2025;Somos;Positivo;34394;Concejales Titulares
LA MATANZA;LA MATANZA;Provincia de Buenos Aires;Tercera;La Matanza;2025;La Libertad Avanza;Positivo;261595;Concejales Titulares
LA MATANZA;LA MATANZA;Provincia de Buenos Aires;Tercera;La Matanza;2025;Nulo;Nulo;7322;Concejales Titulares
LA PLATA;LA PLATA;Provincia de Buenos Aires;Octava;La Plata;2025;Nulo;Nulo;4682;Concejales Titulares
LA PLATA;LA PLATA;Provincia de Buenos Aires;Octava;La Plata;2025;En Blanco;En Blanco;16275;Concejales Titulares
LA PLATA;LA PLATA;Provincia de Buenos Aires;Octava;La Plata;2025;Frente de Izquierda;Positivo;32292;Concejales Titulares
LA PLATA;LA PLATA;Provincia de Buenos Aires;Octava;La Plata;2025;Fuerza Patria;Positivo;141384;Concejales Titulares
LA PLATA;LA PLATA;Provincia de Buenos Aires;Octava;La Plata;2025;La Libertad Avanza;Positivo;216338;Concejales Titulares
LA PLATA;LA PLATA;Provincia de Buenos Aires;Octava;La Plata;2025;Somos;Positivo;18348;Concejales Titulares
LANUS;LANUS;Provincia de Buenos Aires;Tercera;Lanús;2025;Potencia;Positivo;0;Concejales Titulares
LANUS;LANUS;Provincia de Buenos Aires;Tercera;Lanús;2025;La Libertad Avanza;Positivo;129155;Concejales Titulares
LANUS;LANUS;Provincia de Buenos Aires;Tercera;Lanús;2025;Nulo;Nulo;2610;Concejales Titulares
LANUS;LANUS;Provincia de Buenos Aires;Tercera;Lanús;2025;Frente de Izquierda;Positivo;19797;Concejales Titulares
LANUS;LANUS;Provincia de Buenos Aires;Tercera;Lanús;2025;Fuerza Patria;Positivo;107708;Concejales Titulares
LANUS;LANUS;Provincia de Buenos Aires;Tercera;Lanús;2025;Somos;Positivo;10552;Concejales Titulares
LANUS;LANUS;Provincia de Buenos Aires;Tercera;Lanús;2025;En Blanco;En Blanco;11518;Concejales Titulares
LAPRIDA;LAPRIDA;Provincia de Buenos Aires;Sexta;Laprida;2025;Nulo;Nulo;74;Concejales Titulares
LAPRIDA;LAPRIDA;Provincia de Buenos Aires;Sexta;Laprida;2025;Fuerza Patria;Positivo;3411;Concejales Titulares
LAPRIDA;LAPRIDA;Provincia de Buenos Aires;Sexta;Laprida;2025;Somos;Positivo;0;Concejales Titulares
LAPRIDA;LAPRIDA;Provincia de Buenos Aires;Sexta;Laprida;2025;En Blanco;En Blanco;224;Concejales Titulares
LAPRIDA;LAPRIDA;Provincia de Buenos Aires;Sexta;Laprida;2025;Potencia;Positivo;130;Concejales Titulares
LAPRIDA;LAPRIDA;Provincia de Buenos Aires;Sexta;Laprida;2025;La Libertad Avanza;Positivo;3708;Concejales Titulares
LAPRIDA;LAPRIDA;Provincia de Buenos Aires;Sexta;Laprida;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
LAS FLORES;LAS FLORES;Provincia de Buenos Aires;Quinta;Las Flores;2025;Somos;Positivo;721;Concejales Titulares
LAS FLORES;LAS FLORES;Provincia de Buenos Aires;Quinta;Las Flores;2025;En Blanco;En Blanco;1285;Concejales Titulares
LAS FLORES;LAS FLORES;Provincia de Buenos Aires;Quinta;Las Flores;2025;Fuerza Patria;Positivo;7471;Concejales Titulares
LAS FLORES;LAS FLORES;Provincia de Buenos Aires;Quinta;Las Flores;2025;La Libertad Avanza;Positivo;6993;Concejales Titulares
LAS FLORES;LAS FLORES;Provincia de Buenos Aires;Quinta;Las Flores;2025;Nulo;Nulo;136;Concejales Titulares
LAS FLORES;LAS FLORES;Provincia de Buenos Aires;Quinta;Las Flores;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
LEANDRO N. ALEM;LEANDRO N. ALEM;Provincia de Buenos Aires;Cuarta;Leandro N. Alem;2025;Potencia;Positivo;239;Concejales Titulares
LEANDRO N. ALEM;LEANDRO N. ALEM;Provincia de Buenos Aires;Cuarta;Leandro N. Alem;2025;La Libertad Avanza;Positivo;5508;Concejales Titulares
LEANDRO N. ALEM;LEANDRO N. ALEM;Provincia de Buenos Aires;Cuarta;Leandro N. Alem;2025;En Blanco;En Blanco;974;Concejales Titulares
LEANDRO N. ALEM;LEANDRO N. ALEM;Provincia de Buenos Aires;Cuarta;Leandro N. Alem;2025;Fuerza Patria;Positivo;4649;Concejales Titulares
LEANDRO N. ALEM;LEANDRO N. ALEM;Provincia de Buenos Aires;Cuarta;Leandro N. Alem;2025;Somos;Positivo;0;Concejales Titulares
LEANDRO N. ALEM;LEANDRO N. ALEM;Provincia de Buenos Aires;Cuarta;Leandro N. Alem;2025;Nulo;Nulo;73;Concejales Titulares
LEANDRO N. ALEM;LEANDRO N. ALEM;Provincia de Buenos Aires;Cuarta;Leandro N. Alem;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
LEZAMA;LEZAMA;Provincia de Buenos Aires;Quinta;Lezama;2025;Nulo;Nulo;28;Concejales Titulares
LEZAMA;LEZAMA;Provincia de Buenos Aires;Quinta;Lezama;2025;Frente de Izquierda;Positivo;188;Concejales Titulares
LEZAMA;LEZAMA;Provincia de Buenos Aires;Quinta;Lezama;2025;Somos;Positivo;0;Concejales Titulares
LEZAMA;LEZAMA;Provincia de Buenos Aires;Quinta;Lezama;2025;La Libertad Avanza;Positivo;2237;Concejales Titulares
LEZAMA;LEZAMA;Provincia de Buenos Aires;Quinta;Lezama;2025;En Blanco;En Blanco;294;Concejales Titulares
LEZAMA;LEZAMA;Provincia de Buenos Aires;Quinta;Lezama;2025;Fuerza Patria;Positivo;1164;Concejales Titulares
LINCOLN;LINCOLN;Provincia de Buenos Aires;Cuarta;Lincoln;2025;La Libertad Avanza;Positivo;15862;Concejales Titulares
LINCOLN;LINCOLN;Provincia de Buenos Aires;Cuarta;Lincoln;2025;En Blanco;En Blanco;2388;Concejales Titulares
LINCOLN;LINCOLN;Provincia de Buenos Aires;Cuarta;Lincoln;2025;Somos;Positivo;0;Concejales Titulares
LINCOLN;LINCOLN;Provincia de Buenos Aires;Cuarta;Lincoln;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
LINCOLN;LINCOLN;Provincia de Buenos Aires;Cuarta;Lincoln;2025;Fuerza Patria;Positivo;9209;Concejales Titulares
LINCOLN;LINCOLN;Provincia de Buenos Aires;Cuarta;Lincoln;2025;Nulo;Nulo;222;Concejales Titulares
LOBERIA;LOBERIA;Provincia de Buenos Aires;Quinta;Lobería;2025;La Libertad Avanza;Positivo;5537;Concejales Titulares
LOBERIA;LOBERIA;Provincia de Buenos Aires;Quinta;Lobería;2025;Fuerza Patria;Positivo;3595;Concejales Titulares
LOBERIA;LOBERIA;Provincia de Buenos Aires;Quinta;Lobería;2025;En Blanco;En Blanco;572;Concejales Titulares
LOBERIA;LOBERIA;Provincia de Buenos Aires;Quinta;Lobería;2025;Nulo;Nulo;162;Concejales Titulares
LOBERIA;LOBERIA;Provincia de Buenos Aires;Quinta;Lobería;2025;Frente de Izquierda;Positivo;416;Concejales Titulares
LOBERIA;LOBERIA;Provincia de Buenos Aires;Quinta;Lobería;2025;Somos;Positivo;371;Concejales Titulares
LOBOS;LOBOS;Provincia de Buenos Aires;Tercera;Lobos;2025;La Libertad Avanza;Positivo;12726;Concejales Titulares
LOBOS;LOBOS;Provincia de Buenos Aires;Tercera;Lobos;2025;Frente de Izquierda;Positivo;1008;Concejales Titulares
LOBOS;LOBOS;Provincia de Buenos Aires;Tercera;Lobos;2025;Otras fuerzas;Positivo;1793;Concejales Titulares
LOBOS;LOBOS;Provincia de Buenos Aires;Tercera;Lobos;2025;Somos;Positivo;736;Concejales Titulares
LOBOS;LOBOS;Provincia de Buenos Aires;Tercera;Lobos;2025;Potencia;Positivo;0;Concejales Titulares
LOBOS;LOBOS;Provincia de Buenos Aires;Tercera;Lobos;2025;Nulo;Nulo;125;Concejales Titulares
LOBOS;LOBOS;Provincia de Buenos Aires;Tercera;Lobos;2025;En Blanco;En Blanco;1936;Concejales Titulares
LOBOS;LOBOS;Provincia de Buenos Aires;Tercera;Lobos;2025;Fuerza Patria;Positivo;6006;Concejales Titulares
LOMAS DE ZAMORA;LOMAS DE ZAMORA;Provincia de Buenos Aires;Tercera;Lomas de Zamora;2025;Somos;Positivo;14659;Concejales Titulares
LOMAS DE ZAMORA;LOMAS DE ZAMORA;Provincia de Buenos Aires;Tercera;Lomas de Zamora;2025;Fuerza Patria;Positivo;173712;Concejales Titulares
LOMAS DE ZAMORA;LOMAS DE ZAMORA;Provincia de Buenos Aires;Tercera;Lomas de Zamora;2025;Nulo;Nulo;4297;Concejales Titulares
LOMAS DE ZAMORA;LOMAS DE ZAMORA;Provincia de Buenos Aires;Tercera;Lomas de Zamora;2025;La Libertad Avanza;Positivo;150412;Concejales Titulares
LOMAS DE ZAMORA;LOMAS DE ZAMORA;Provincia de Buenos Aires;Tercera;Lomas de Zamora;2025;Frente de Izquierda;Positivo;28144;Concejales Titulares
LOMAS DE ZAMORA;LOMAS DE ZAMORA;Provincia de Buenos Aires;Tercera;Lomas de Zamora;2025;Potencia;Positivo;0;Concejales Titulares
LOMAS DE ZAMORA;LOMAS DE ZAMORA;Provincia de Buenos Aires;Tercera;Lomas de Zamora;2025;En Blanco;En Blanco;19207;Concejales Titulares
LUJAN;LUJAN;Provincia de Buenos Aires;Primera;Luján;2025;Nulo;Nulo;771;Concejales Titulares
LUJAN;LUJAN;Provincia de Buenos Aires;Primera;Luján;2025;Frente de Izquierda;Positivo;3402;Concejales Titulares
LUJAN;LUJAN;Provincia de Buenos Aires;Primera;Luján;2025;La Libertad Avanza;Positivo;32203;Concejales Titulares
LUJAN;LUJAN;Provincia de Buenos Aires;Primera;Luján;2025;Fuerza Patria;Positivo;24775;Concejales Titulares
LUJAN;LUJAN;Provincia de Buenos Aires;Primera;Luján;2025;Somos;Positivo;2871;Concejales Titulares
LUJAN;LUJAN;Provincia de Buenos Aires;Primera;Luján;2025;Potencia;Positivo;0;Concejales Titulares
LUJAN;LUJAN;Provincia de Buenos Aires;Primera;Luján;2025;En Blanco;En Blanco;3529;Concejales Titulares
MAGDALENA;MAGDALENA;Provincia de Buenos Aires;Tercera;Magdalena;2025;La Libertad Avanza;Positivo;5678;Concejales Titulares
MAGDALENA;MAGDALENA;Provincia de Buenos Aires;Tercera;Magdalena;2025;Nulo;Nulo;70;Concejales Titulares
MAGDALENA;MAGDALENA;Provincia de Buenos Aires;Tercera;Magdalena;2025;Potencia;Positivo;468;Concejales Titulares
MAGDALENA;MAGDALENA;Provincia de Buenos Aires;Tercera;Magdalena;2025;Somos;Positivo;878;Concejales Titulares
MAGDALENA;MAGDALENA;Provincia de Buenos Aires;Tercera;Magdalena;2025;En Blanco;En Blanco;1174;Concejales Titulares
MAGDALENA;MAGDALENA;Provincia de Buenos Aires;Tercera;Magdalena;2025;Fuerza Patria;Positivo;3231;Concejales Titulares
MAGDALENA;MAGDALENA;Provincia de Buenos Aires;Tercera;Magdalena;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
MAIPU;MAIPU;Provincia de Buenos Aires;Quinta;Maipú;2025;En Blanco;En Blanco;374;Concejales Titulares
MAIPU;MAIPU;Provincia de Buenos Aires;Quinta;Maipú;2025;Nulo;Nulo;66;Concejales Titulares
MAIPU;MAIPU;Provincia de Buenos Aires;Quinta;Maipú;2025;La Libertad Avanza;Positivo;3768;Concejales Titulares
MAIPU;MAIPU;Provincia de Buenos Aires;Quinta;Maipú;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
MAIPU;MAIPU;Provincia de Buenos Aires;Quinta;Maipú;2025;Otras fuerzas;Positivo;957;Concejales Titulares
MAIPU;MAIPU;Provincia de Buenos Aires;Quinta;Maipú;2025;Somos;Positivo;0;Concejales Titulares
MAIPU;MAIPU;Provincia de Buenos Aires;Quinta;Maipú;2025;Fuerza Patria;Positivo;2986;Concejales Titulares
MALVINAS ARGENTINAS;MALVINAS ARGENTINAS;Provincia de Buenos Aires;Primera;Malvinas Argentinas;2025;Somos;Positivo;7468;Concejales Titulares
MALVINAS ARGENTINAS;MALVINAS ARGENTINAS;Provincia de Buenos Aires;Primera;Malvinas Argentinas;2025;Fuerza Patria;Positivo;102005;Concejales Titulares
MALVINAS ARGENTINAS;MALVINAS ARGENTINAS;Provincia de Buenos Aires;Primera;Malvinas Argentinas;2025;La Libertad Avanza;Positivo;65090;Concejales Titulares
MALVINAS ARGENTINAS;MALVINAS ARGENTINAS;Provincia de Buenos Aires;Primera;Malvinas Argentinas;2025;Nulo;Nulo;2012;Concejales Titulares
MALVINAS ARGENTINAS;MALVINAS ARGENTINAS;Provincia de Buenos Aires;Primera;Malvinas Argentinas;2025;Potencia;Positivo;6450;Concejales Titulares
MALVINAS ARGENTINAS;MALVINAS ARGENTINAS;Provincia de Buenos Aires;Primera;Malvinas Argentinas;2025;En Blanco;En Blanco;4179;Concejales Titulares
MALVINAS ARGENTINAS;MALVINAS ARGENTINAS;Provincia de Buenos Aires;Primera;Malvinas Argentinas;2025;Frente de Izquierda;Positivo;13775;Concejales Titulares
MAR CHIQUITA;MAR CHIQUITA;Provincia de Buenos Aires;Quinta;Mar Chiquita;2025;Somos;Positivo;536;Concejales Titulares
MAR CHIQUITA;MAR CHIQUITA;Provincia de Buenos Aires;Quinta;Mar Chiquita;2025;La Libertad Avanza;Positivo;8185;Concejales Titulares
MAR CHIQUITA;MAR CHIQUITA;Provincia de Buenos Aires;Quinta;Mar Chiquita;2025;Nulo;Nulo;193;Concejales Titulares
MAR CHIQUITA;MAR CHIQUITA;Provincia de Buenos Aires;Quinta;Mar Chiquita;2025;Otras fuerzas;Positivo;815;Concejales Titulares
MAR CHIQUITA;MAR CHIQUITA;Provincia de Buenos Aires;Quinta;Mar Chiquita;2025;En Blanco;En Blanco;1288;Concejales Titulares
MAR CHIQUITA;MAR CHIQUITA;Provincia de Buenos Aires;Quinta;Mar Chiquita;2025;Fuerza Patria;Positivo;8919;Concejales Titulares
MAR CHIQUITA;MAR CHIQUITA;Provincia de Buenos Aires;Quinta;Mar Chiquita;2025;Frente de Izquierda;Positivo;0;Concejales Titulares
MAR CHIQUITA;MAR CHIQUITA;Provincia de Buenos Aires;Quinta;Mar Chiquita;2025;Potencia;Positivo;328;Concejales Titulares
MARCOS PAZ;MARCOS PAZ;Provincia de Buenos Aires;Primera;Marcos Paz;2025;La Libertad Avanza;Positivo;10725;Concejales Titulares
MARCOS PAZ;MARCOS PAZ;Provincia de Buenos Aires;Primera;Marcos Paz;2025;Otras fuerzas;Positivo;3801;Concejales Titulares
MARCOS PAZ;MARCOS PAZ;Provincia de Buenos Aires;Primera;Marcos Paz;2025;En Blanco;En Blanco;1394;Concejales Titulares
MARCOS PAZ;MARCOS PAZ;Provincia de Buenos Aires;Primera;Marcos Paz;2025;Fuerza Patria;Positivo;12911;Concejales Titulares
MARCOS PAZ;MARCOS PAZ;Provincia de Buenos Aires;Primera;Marcos Paz;2025;Potencia;Positivo;798;Concejales Titulares
MARCOS PAZ;MARCOS PAZ;Provincia de Buenos Aires;Primera;Marcos Paz;2025;Nulo;Nulo;373;Concejales Titulares
MARCOS PAZ;MARCOS PAZ;Provincia de Buenos Aires;Primera;Marcos Paz;2025;Somos;Positivo;1614;Concejales Titulares
MARCOS PAZ;MARCOS PAZ;Provincia de Buenos Aires;Primera;Marcos Paz;2025;Frente de Izquierda;Positivo;1871;Concejales Titulares
MERCEDES;MERCEDES;Provincia de Buenos Aires;Primera;Mercedes;2025;Nulo;Nulo;443;Concejales Titulares
MERCEDES;MERCEDES;Provincia de Buenos Aires;Primera;Mercedes;2025;Frente de Izquierda;Positivo;1702;Concejales Titulares
MERCEDES;MERCEDES;Provincia de Buenos Aires;Primera;Mercedes;2025;En Blanco;En Blanco;1572;Concejales Titulares
MERCEDES;MERCEDES;Provincia de Buenos Aires;Primera;Mercedes;2025;Fuerza Patria;Positivo;17145;Concejales Titulares
MERCEDES;MERCEDES;Provincia de Buenos Aires;Primera;Mercedes;2025;Potencia;Positivo;0;Concejales Titulares
MERCEDES;MERCEDES;Provincia de Buenos Aires;Primera;Mercedes;2025;La Libertad Avanza;Positivo;21113;Concejales Titulares
MERCEDES;MERCEDES;Provincia de Buenos Aires;Primera;Mercedes;2025;Somos;Positivo;1236;Concejales Titulares
MERLO;MERLO;Provincia de Buenos Aires;Primera;Merlo;2025;La Libertad Avanza;Positivo;96373;Concejales Titulares
MERLO;MERLO;Provincia de Buenos Aires;Primera;Merlo;2025;Nulo;Nulo;3061;Concejales Titulares
MERLO;MERLO;Provincia de Buenos Aires;Primera;Merlo;2025;Otras fuerzas;Positivo;2390;Concejales Titulares
MERLO;MERLO;Provincia de Buenos Aires;Primera;Merlo;2025;Frente de Izquierda;Positivo;29140;Concejales Titulares
MERLO;MERLO;Provincia de Buenos Aires;Primera;Merlo;2025;Fuerza Patria;Positivo;119295;Concejales Titulares
MERLO;MERLO;Provincia de Buenos Aires;Primera;Merlo;2025;Potencia;Positivo;12667;Concejales Titulares
MERLO;MERLO;Provincia de Buenos Aires;Primera;Merlo;2025;En Blanco;En Blanco;16303;Concejales Titulares
MERLO;MERLO;Provincia de Buenos Aires;Primera;Merlo;2025;Somos;Positivo;16966;Concejales Titulares
MONTE;MONTE;Provincia de Buenos Aires;Quinta;Monte;2025;Somos;Positivo;1088;Concejales Titulares
MONTE;MONTE;Provincia de Buenos Aires;Quinta;Monte;2025;La Libertad Avanza;Positivo;6585;Concejales Titulares
MONTE;MONTE;Provincia de Buenos Aires;Quinta;Monte;2025;Fuerza Patria;Positivo;4863;Concejales Titulares
MONTE;MONTE;Provincia de Buenos Aires;Quinta;Monte;2025;Nulo;Nulo;120;Concejales Titulares
MONTE;MONTE;Provincia de Buenos Aires;Quinta;Monte;2025;En Blanco;En Blanco;1512;Concejales Titulares
