base_original;distrito;Provincia;seccion_electoral;MUNICIPIO_mapa;eleccion;Partido;Tipo_Voto;votos;Tipo_elección
COLON;COLON;Provincia de Buenos Aires;Segunda;Colón;2025;En Blanco;En Blanco;1701;Diputados Provinciales
CORONEL DORREGO;CORONEL DORREGO;Provincia de Buenos Aires;Sexta;Coronel Dorrego;2025;Frente de Izquierda;Positivo;232;Diputados Provinciales
CORONEL DORREGO;CORONEL DORREGO;Provincia de Buenos Aires;Sexta;Coronel Dorrego;2025;La Libertad Avanza;Positivo;5670;Diputados Provinciales
CORONEL DORREGO;CORONEL DORREGO;Provincia de Buenos Aires;Sexta;Coronel Dorrego;2025;Fuerza Patria;Positivo;3027;Diputados Provinciales
CORONEL DORREGO;CORONEL DORREGO;Provincia de Buenos Aires;Sexta;Coronel Dorrego;2025;En Blanco;En Blanco;832;Diputados Provinciales
CORONEL DORREGO;CORONEL DORREGO;Provincia de Buenos Aires;Sexta;Coronel Dorrego;2025;Somos;Positivo;466;Diputados Provinciales
CORONEL DORREGO;CORONEL DORREGO;Provincia de Buenos Aires;Sexta;Coronel Dorrego;2025;Nulo;Nulo;111;Diputados Provinciales
CORONEL PRINGLES;CORONEL PRINGLES;Provincia de Buenos Aires;Sexta;Coronel Pringles;2025;En Blanco;En Blanco;1283;Diputados Provinciales
CORONEL PRINGLES;CORONEL PRINGLES;Provincia de Buenos Aires;Sexta;Coronel Pringles;2025;Fuerza Patria;Positivo;2679;Diputados Provinciales
CORONEL PRINGLES;CORONEL PRINGLES;Provincia de Buenos Aires;Sexta;Coronel Pringles;2025;La Libertad Avanza;Positivo;8289;Diputados Provinciales
CORONEL PRINGLES;CORONEL PRINGLES;Provincia de Buenos Aires;Sexta;Coronel Pringles;2025;Somos;Positivo;339;Diputados Provinciales
CORONEL PRINGLES;CORONEL PRINGLES;Provincia de Buenos Aires;Sexta;Coronel Pringles;2025;Frente de Izquierda;Positivo;1662;Diputados Provinciales
CORONEL PRINGLES;CORONEL PRINGLES;Provincia de Buenos Aires;Sexta;Coronel Pringles;2025;Nulo;Nulo;190;Diputados Provinciales
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;La Libertad Avanza;Positivo;23407;Diputados Provinciales
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;Somos;Positivo;1635;Diputados Provinciales
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;Nulo;Nulo;487;Diputados Provinciales
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;Otras fuerzas;Positivo;0;Diputados Provinciales
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;Frente de Izquierda;Positivo;1425;Diputados Provinciales
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;En Blanco;En Blanco;3526;Diputados Provinciales
CORONEL DE MARINA L. ROSALES;CORONEL DE MARINA L. ROSALES;Provincia de Buenos Aires;Sexta;Coronel Rosales;2025;Fuerza Patria;Positivo;6197;Diputados Provinciales
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;Frente de Izquierda;Positivo;1780;Diputados Provinciales
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;La Libertad Avanza;Positivo;13938;Diputados Provinciales
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;Otras fuerzas;Positivo;0;Diputados Provinciales
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;Fuerza Patria;Positivo;6575;Diputados Provinciales
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;Nulo;Nulo;567;Diputados Provinciales
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;En Blanco;En Blanco;1789;Diputados Provinciales
CORONEL SUAREZ;CORONEL SUAREZ;Provincia de Buenos Aires;Sexta;Coronel Suárez;2025;Somos;Positivo;1112;Diputados Provinciales
DAIREAUX;DAIREAUX;Provincia de Buenos Aires;Sexta;Daireaux;2025;Frente de Izquierda;Positivo;217;Diputados Provinciales
DAIREAUX;DAIREAUX;Provincia de Buenos Aires;Sexta;Daireaux;2025;La Libertad Avanza;Positivo;5739;Diputados Provinciales
DAIREAUX;DAIREAUX;Provincia de Buenos Aires;Sexta;Daireaux;2025;Somos;Positivo;140;Diputados Provinciales
DAIREAUX;DAIREAUX;Provincia de Buenos Aires;Sexta;Daireaux;2025;Fuerza Patria;Positivo;4538;Diputados Provinciales
DAIREAUX;DAIREAUX;Provincia de Buenos Aires;Sexta;Daireaux;2025;Nulo;Nulo;139;Diputados Provinciales
DAIREAUX;DAIREAUX;Provincia de Buenos Aires;Sexta;Daireaux;2025;En Blanco;En Blanco;609;Diputados Provinciales
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;En Blanco;En Blanco;1917;Senadores Provinciales
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;Somos;Positivo;1888;Senadores Provinciales
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;Frente de Izquierda;Positivo;316;Senadores Provinciales
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;La Libertad Avanza;Positivo;10344;Senadores Provinciales
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;Fuerza Patria;Positivo;4744;Senadores Provinciales
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;Otras fuerzas;Positivo;0;Senadores Provinciales
DOLORES;DOLORES;Provincia de Buenos Aires;Quinta;Dolores;2025;Nulo;Nulo;179;Senadores Provinciales
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;La Libertad Avanza;Positivo;14159;Diputados Provinciales
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;Somos;Positivo;1831;Diputados Provinciales
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;Fuerza Patria;Positivo;20986;Diputados Provinciales
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;En Blanco;En Blanco;1292;Diputados Provinciales
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;Potencia;Positivo;917;Diputados Provinciales
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;Nulo;Nulo;229;Diputados Provinciales
ENSENADA;ENSENADA;Provincia de Buenos Aires;Tercera;Ensenada;2025;Frente de Izquierda;Positivo;3051;Diputados Provinciales
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;Otras fuerzas;Positivo;0;Senadores Provinciales
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;Frente de Izquierda;Positivo;8486;Senadores Provinciales
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;Fuerza Patria;Positivo;56251;Senadores Provinciales
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;Nulo;Nulo;994;Senadores Provinciales
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;La Libertad Avanza;Positivo;57628;Senadores Provinciales
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;Somos;Positivo;4497;Senadores Provinciales
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;En Blanco;En Blanco;5294;Senadores Provinciales
ESCOBAR;ESCOBAR;Provincia de Buenos Aires;Primera;Escobar;2025;Potencia;Positivo;4828;Senadores Provinciales
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;Frente de Izquierda;Positivo;13210;Diputados Provinciales
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;En Blanco;En Blanco;5884;Diputados Provinciales
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;La Libertad Avanza;Positivo;69525;Diputados Provinciales
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;Somos;Positivo;6621;Diputados Provinciales
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;Fuerza Patria;Positivo;77459;Diputados Provinciales
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;Nulo;Nulo;2033;Diputados Provinciales
ESTEBAN ECHEVERRIA;ESTEBAN ECHEVERRIA;Provincia de Buenos Aires;Tercera;Esteban Echeverría;2025;Potencia;Positivo;5941;Diputados Provinciales
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;Nulo;Nulo;276;Diputados Provinciales
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;En Blanco;En Blanco;2615;Diputados Provinciales
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;Fuerza Patria;Positivo;7595;Diputados Provinciales
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;Potencia;Positivo;598;Diputados Provinciales
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;La Libertad Avanza;Positivo;9942;Diputados Provinciales
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;Otras fuerzas;Positivo;633;Diputados Provinciales
EXALTACION DE LA CRUZ;EXALTACION DE LA CRUZ;Provincia de Buenos Aires;Segunda;Exaltación de la Cruz;2025;Frente de Izquierda;Positivo;1076;Diputados Provinciales
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;Potencia;Positivo;3023;Diputados Provinciales
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;Nulo;Nulo;840;Diputados Provinciales
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;La Libertad Avanza;Positivo;34637;Diputados Provinciales
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;Fuerza Patria;Positivo;51425;Diputados Provinciales
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;En Blanco;En Blanco;5101;Diputados Provinciales
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;Frente de Izquierda;Positivo;6909;Diputados Provinciales
EZEIZA;EZEIZA;Provincia de Buenos Aires;Tercera;Ezeiza;2025;Somos;Positivo;3494;Diputados Provinciales
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;Nulo;Nulo;1538;Diputados Provinciales
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;La Libertad Avanza;Positivo;71202;Diputados Provinciales
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;Fuerza Patria;Positivo;113406;Diputados Provinciales
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;Somos;Positivo;11540;Diputados Provinciales
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;En Blanco;En Blanco;8536;Diputados Provinciales
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;Potencia;Positivo;8905;Diputados Provinciales
FLORENCIO VARELA;FLORENCIO VARELA;Provincia de Buenos Aires;Tercera;Florencio Varela;2025;Frente de Izquierda;Positivo;18244;Diputados Provinciales
FLORENTINO AMEGHINO;FLORENTINO AMEGHINO;Provincia de Buenos Aires;Cuarta;Florentino Ameghino;2025;La Libertad Avanza;Positivo;3829;Senadores Provinciales
FLORENTINO AMEGHINO;FLORENTINO AMEGHINO;Provincia de Buenos Aires;Cuarta;Florentino Ameghino;2025;Fuerza Patria;Positivo;2211;Senadores Provinciales
FLORENTINO AMEGHINO;FLORENTINO AMEGHINO;Provincia de Buenos Aires;Cuarta;Florentino Ameghino;2025;En Blanco;En Blanco;155;Senadores Provinciales
FLORENTINO AMEGHINO;FLORENTINO AMEGHINO;Provincia de Buenos Aires;Cuarta;Florentino Ameghino;2025;Somos;Positivo;67;Senadores Provinciales
FLORENTINO AMEGHINO;FLORENTINO AMEGHINO;Provincia de Buenos Aires;Cuarta;Florentino Ameghino;2025;Nulo;Nulo;64;Senadores Provinciales
FLORENTINO AMEGHINO;FLORENTINO AMEGHINO;Provincia de Buenos Aires;Cuarta;Florentino Ameghino;2025;Frente de Izquierda;Positivo;159;Senadores Provinciales
GENERAL ALVARADO;GENERAL ALVARADO;Provincia de Buenos Aires;Quinta;General Alvarado;2025;Nulo;Nulo;249;Senadores Provinciales
GENERAL ALVARADO;GENERAL ALVARADO;Provincia de Buenos Aires;Quinta;General Alvarado;2025;La Libertad Avanza;Positivo;13842;Senadores Provinciales
GENERAL ALVARADO;GENERAL ALVARADO;Provincia de Buenos Aires;Quinta;General Alvarado;2025;En Blanco;En Blanco;1499;Senadores Provinciales
GENERAL ALVARADO;GENERAL ALVARADO;Provincia de Buenos Aires;Quinta;General Alvarado;2025;Frente de Izquierda;Positivo;1079;Senadores Provinciales
GENERAL ALVARADO;GENERAL ALVARADO;Provincia de Buenos Aires;Quinta;General Alvarado;2025;Fuerza Patria;Positivo;9247;Senadores Provinciales
GENERAL ALVARADO;GENERAL ALVARADO;Provincia de Buenos Aires;Quinta;General Alvarado;2025;Somos;Positivo;1114;Senadores Provinciales
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;La Libertad Avanza;Positivo;3404;Senadores Provinciales
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;Nulo;Nulo;18;Senadores Provinciales
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;Somos;Positivo;63;Senadores Provinciales
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;Fuerza Patria;Positivo;2513;Senadores Provinciales
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;En Blanco;En Blanco;712;Senadores Provinciales
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;Frente de Izquierda;Positivo;86;Senadores Provinciales
GENERAL ALVEAR;GENERAL ALVEAR;Provincia de Buenos Aires;Septima;General Alvear;2025;Potencia;Positivo;0;Senadores Provinciales
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;Frente de Izquierda;Positivo;236;Senadores Provinciales
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;Somos;Positivo;223;Senadores Provinciales
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;La Libertad Avanza;Positivo;7180;Senadores Provinciales
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;Fuerza Patria;Positivo;3028;Senadores Provinciales
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;Potencia;Positivo;0;Senadores Provinciales
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;En Blanco;En Blanco;689;Senadores Provinciales
GENERAL ARENALES;GENERAL ARENALES;Provincia de Buenos Aires;Cuarta;General Arenales;2025;Nulo;Nulo;55;Senadores Provinciales
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;Fuerza Patria;Positivo;3687;Senadores Provinciales
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;La Libertad Avanza;Positivo;6370;Senadores Provinciales
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;En Blanco;En Blanco;1777;Senadores Provinciales
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;Nulo;Nulo;126;Senadores Provinciales
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;Otras fuerzas;Positivo;0;Senadores Provinciales
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;Somos;Positivo;389;Senadores Provinciales
GENERAL BELGRANO;GENERAL BELGRANO;Provincia de Buenos Aires;Quinta;General Belgrano;2025;Frente de Izquierda;Positivo;281;Senadores Provinciales
GENERAL GUIDO;GENERAL GUIDO;Provincia de Buenos Aires;Quinta;General Guido;2025;La Libertad Avanza;Positivo;1195;Senadores Provinciales
GENERAL GUIDO;GENERAL GUIDO;Provincia de Buenos Aires;Quinta;General Guido;2025;En Blanco;En Blanco;111;Senadores Provinciales
GENERAL GUIDO;GENERAL GUIDO;Provincia de Buenos Aires;Quinta;General Guido;2025;Nulo;Nulo;15;Senadores Provinciales
GENERAL GUIDO;GENERAL GUIDO;Provincia de Buenos Aires;Quinta;General Guido;2025;Fuerza Patria;Positivo;785;Senadores Provinciales
GENERAL GUIDO;GENERAL GUIDO;Provincia de Buenos Aires;Quinta;General Guido;2025;Frente de Izquierda;Positivo;25;Senadores Provinciales
GENERAL GUIDO;GENERAL GUIDO;Provincia de Buenos Aires;Quinta;General Guido;2025;Somos;Positivo;16;Senadores Provinciales
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;Fuerza Patria;Positivo;2342;Diputados Provinciales
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;Somos;Positivo;242;Diputados Provinciales
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;Otras fuerzas;Positivo;0;Diputados Provinciales
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;La Libertad Avanza;Positivo;3888;Diputados Provinciales
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;Frente de Izquierda;Positivo;190;Diputados Provinciales
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;Nulo;Nulo;197;Diputados Provinciales
GENERAL LAMADRID;GENERAL LA MADRID;Provincia de Buenos Aires;Sexta;General La Madrid;2025;En Blanco;En Blanco;634;Diputados Provinciales
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;La Libertad Avanza;Positivo;5318;Senadores Provinciales
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;Fuerza Patria;Positivo;4088;Senadores Provinciales
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;Nulo;Nulo;99;Senadores Provinciales
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;Frente de Izquierda;Positivo;386;Senadores Provinciales
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;Potencia;Positivo;158;Senadores Provinciales
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;Somos;Positivo;212;Senadores Provinciales
GENERAL LAS HERAS;GENERAL LAS HERAS;Provincia de Buenos Aires;Primera;General Las Heras;2025;En Blanco;En Blanco;523;Senadores Provinciales
GENERAL LAVALLE;GENERAL LAVALLE;Provincia de Buenos Aires;Quinta;General Lavalle;2025;Nulo;Nulo;29;Senadores Provinciales
GENERAL LAVALLE;GENERAL LAVALLE;Provincia de Buenos Aires;Quinta;General Lavalle;2025;Somos;Positivo;1045;Senadores Provinciales
GENERAL LAVALLE;GENERAL LAVALLE;Provincia de Buenos Aires;Quinta;General Lavalle;2025;En Blanco;En Blanco;135;Senadores Provinciales
GENERAL LAVALLE;GENERAL LAVALLE;Provincia de Buenos Aires;Quinta;General Lavalle;2025;La Libertad Avanza;Positivo;1735;Senadores Provinciales
GENERAL LAVALLE;GENERAL LAVALLE;Provincia de Buenos Aires;Quinta;General Lavalle;2025;Fuerza Patria;Positivo;553;Senadores Provinciales
GENERAL LAVALLE;GENERAL LAVALLE;Provincia de Buenos Aires;Quinta;General Lavalle;2025;Frente de Izquierda;Positivo;62;Senadores Provinciales
GENERAL MADARIAGA;GENERAL MADARIAGA;Provincia de Buenos Aires;Quinta;General Madariaga;2025;Fuerza Patria;Positivo;3291;Senadores Provinciales
GENERAL MADARIAGA;GENERAL MADARIAGA;Provincia de Buenos Aires;Quinta;General Madariaga;2025;Somos;Positivo;418;Senadores Provinciales
GENERAL MADARIAGA;GENERAL MADARIAGA;Provincia de Buenos Aires;Quinta;General Madariaga;2025;La Libertad Avanza;Positivo;7713;Senadores Provinciales
GENERAL MADARIAGA;GENERAL MADARIAGA;Provincia de Buenos Aires;Quinta;General Madariaga;2025;En Blanco;En Blanco;821;Senadores Provinciales
GENERAL MADARIAGA;GENERAL MADARIAGA;Provincia de Buenos Aires;Quinta;General Madariaga;2025;Nulo;Nulo;22;Senadores Provinciales
GENERAL MADARIAGA;GENERAL MADARIAGA;Provincia de Buenos Aires;Quinta;General Madariaga;2025;Frente de Izquierda;Positivo;635;Senadores Provinciales
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;En Blanco;En Blanco;738;Senadores Provinciales
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;La Libertad Avanza;Positivo;4420;Senadores Provinciales
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;Fuerza Patria;Positivo;3726;Senadores Provinciales
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;Nulo;Nulo;46;Senadores Provinciales
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;Potencia;Positivo;0;Senadores Provinciales
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;Frente de Izquierda;Positivo;163;Senadores Provinciales
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;Somos;Positivo;95;Senadores Provinciales
GENERAL PAZ;GENERAL PAZ;Provincia de Buenos Aires;Quinta;General Paz;2025;Otras fuerzas;Positivo;0;Senadores Provinciales
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;Nulo;Nulo;65;Senadores Provinciales
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;Frente de Izquierda;Positivo;213;Senadores Provinciales
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;La Libertad Avanza;Positivo;3656;Senadores Provinciales
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;En Blanco;En Blanco;531;Senadores Provinciales
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;Fuerza Patria;Positivo;3322;Senadores Provinciales
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;Otras fuerzas;Positivo;0;Senadores Provinciales
GENERAL PINTO;GENERAL PINTO;Provincia de Buenos Aires;Cuarta;General Pinto;2025;Somos;Positivo;197;Senadores Provinciales
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;Frente de Izquierda;Positivo;22456;Senadores Provinciales
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;En Blanco;En Blanco;21956;Senadores Provinciales
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;Fuerza Patria;Positivo;104180;Senadores Provinciales
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;La Libertad Avanza;Positivo;202489;Senadores Provinciales
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;Nulo;Nulo;7145;Senadores Provinciales
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;Somos;Positivo;27078;Senadores Provinciales
GENERAL PUEYRREDON;GENERAL PUEYRREDON;Provincia de Buenos Aires;Quinta;General Pueyrredón;2025;Otras fuerzas;Positivo;0;Senadores Provinciales
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;En Blanco;En Blanco;3611;Senadores Provinciales
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;La Libertad Avanza;Positivo;26176;Senadores Provinciales
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;Nulo;Nulo;515;Senadores Provinciales
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;Potencia;Positivo;1769;Senadores Provinciales
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;Fuerza Patria;Positivo;22318;Senadores Provinciales
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;Somos;Positivo;2048;Senadores Provinciales
GENERAL RODRIGUEZ;GENERAL RODRIGUEZ;Provincia de Buenos Aires;Primera;General Rodríguez;2025;Frente de Izquierda;Positivo;3269;Senadores Provinciales
GENERAL SAN MARTIN;GENERAL SAN MARTIN;Provincia de Buenos Aires;Primera;General San Martín;2025;Potencia;Positivo;9149;Senadores Provinciales
GENERAL SAN MARTIN;GENERAL SAN MARTIN;Provincia de Buenos Aires;Primera;General San Martín;2025;Frente de Izquierda;Positivo;16781;Senadores Provinciales
GENERAL SAN MARTIN;GENERAL SAN MARTIN;Provincia de Buenos Aires;Primera;General San Martín;2025;Somos;Positivo;10482;Senadores Provinciales
GENERAL SAN MARTIN;GENERAL SAN MARTIN;Provincia de Buenos Aires;Primera;General San Martín;2025;En Blanco;En Blanco;5189;Senadores Provinciales
